Date,Platform,CTR (%),Impressions,Likes,Shares,Comments,Sales Revenue ($),Conversion Rate (%),Ad Spend ($),ROI (%),Positive Sentiment (%),Neutral Sentiment (%),Negative Sentiment (%)
2023-03-15,Google Ads,0.82,100174,7745,4540,139,67504.02,12.48,543.93,12310.42,52,39,9
2023-03-15,Facebook Ads,3.77,68028,4137,813,2962,15433.26,12.81,14542.74,6.12,53,41,6
2023-03-15,Instagram Ads,4.53,292281,544,3617,262,75566.81,12.84,39887.38,89.45,56,34,10
2023-03-15,Twitter Ads,3.56,133634,6711,2303,1716,25978.2,3.01,30134.91,-13.79,57,22,21
2023-03-15,LinkedIn Ads,4.2,31763,3590,168,2519,49430.96,5.7,9463.45,422.34,57,25,18
2023-03-15,TikTok Ads,2.58,296624,7112,4250,2083,1523.15,0.51,23306.92,-93.46,61,36,3
2023-03-16,Google Ads,3.65,301350,7188,3600,2526,58171.89,8.36,42896.41,35.61,62,28,10
2023-03-16,Facebook Ads,1.05,19100,3689,4951,1844,7859.51,4.18,22260.82,-64.69,67,43,-10
2023-03-16,Instagram Ads,1.89,437281,2295,1061,440,65236.77,5.77,16262.26,301.15,42,23,35
2023-03-16,Twitter Ads,4.42,112983,1710,2173,1407,55468.28,6.32,10265.39,440.34,51,24,25
2023-03-16,LinkedIn Ads,2.66,289127,6799,3574,1167,43898.33,7.1,20592.7,113.17,56,36,8
2023-03-16,TikTok Ads,3.78,121165,4103,3917,227,14673.25,5.8,26288.91,-44.18,42,44,14
2023-03-17,Google Ads,2.15,76548,2908,299,1897,6677.21,11.29,1007.22,562.93,49,26,25
2023-03-17,Facebook Ads,0.57,42541,3925,751,2277,73544.77,14.03,40094.55,83.43,45,43,12
2023-03-17,Instagram Ads,0.59,120932,6317,1298,2101,5951.56,10.0,30882.37,-80.73,56,22,22
2023-03-17,Twitter Ads,1.86,434213,5615,4542,2076,8329.4,11.37,41752.22,-80.05,47,40,13
2023-03-17,LinkedIn Ads,3.15,112465,3617,2423,1694,53677.13,3.78,40824.18,31.48,44,41,15
2023-03-17,TikTok Ads,4.58,490079,7914,1824,1563,96782.18,14.94,27682.33,249.62,50,29,21
2023-03-18,Google Ads,2.28,145091,2654,1946,704,31623.01,11.52,42269.25,-25.19,61,39,0
2023-03-18,Facebook Ads,0.93,54686,2614,1859,2581,80827.37,3.59,35257.0,129.25,45,38,17
2023-03-18,Instagram Ads,3.08,453945,2443,2562,2145,34631.68,11.12,11005.32,214.68,60,49,-9
2023-03-18,Twitter Ads,1.79,491460,3633,460,1717,88887.58,9.83,25447.46,249.3,52,25,23
2023-03-18,LinkedIn Ads,2.44,77791,2257,3700,179,32594.96,4.78,24515.03,32.96,58,48,-6
2023-03-18,TikTok Ads,0.61,276513,3391,4927,313,90465.11,10.38,9422.2,860.13,46,38,16
2023-03-19,Google Ads,4.34,179705,137,4992,219,65213.1,6.26,3900.56,1571.89,44,32,24
2023-03-19,Facebook Ads,0.62,101624,5250,4652,325,44293.26,6.09,16140.05,174.43,43,33,24
2023-03-19,Instagram Ads,2.9,223046,5142,2486,672,23779.17,2.02,49616.95,-52.07,47,20,33
2023-03-19,Twitter Ads,1.12,408564,1138,3789,558,42388.67,2.16,13756.88,208.13,53,32,15
2023-03-19,LinkedIn Ads,3.64,254026,729,1218,1919,12851.59,6.97,39855.52,-67.75,42,44,14
2023-03-19,TikTok Ads,2.58,34784,1919,3428,1278,16981.17,1.85,14955.75,13.54,64,27,9
2023-03-20,Google Ads,4.46,420306,8472,4176,2596,49766.94,12.51,18545.17,168.36,54,43,3
2023-03-20,Facebook Ads,2.2,463066,9177,2237,1223,44340.86,6.58,16348.7,171.22,60,25,15
2023-03-20,Instagram Ads,2.49,486491,8527,3505,1927,91607.9,11.92,11386.6,704.52,41,27,32
2023-03-20,Twitter Ads,3.71,352988,7186,3321,1435,59438.76,14.11,20941.99,183.83,61,41,-2
2023-03-20,LinkedIn Ads,3.21,229609,6970,887,2452,99778.0,8.03,37304.04,167.47,41,26,33
2023-03-20,TikTok Ads,1.68,129473,2746,2833,1961,59012.76,8.1,25539.66,131.06,66,25,9
2023-03-21,Google Ads,2.74,358731,2627,2439,271,32449.93,13.79,20235.55,60.36,42,41,17
2023-03-21,Facebook Ads,1.91,354610,9879,3000,948,3184.0,5.69,23339.74,-86.36,48,40,12
2023-03-21,Instagram Ads,4.28,368251,6390,2924,181,17505.88,7.33,27329.65,-35.95,49,37,14
2023-03-21,Twitter Ads,2.43,424789,8295,220,791,52819.58,7.91,27267.48,93.71,69,39,-8
2023-03-21,LinkedIn Ads,3.19,197083,3485,4376,1223,77590.61,11.14,31418.28,146.96,45,37,18
2023-03-21,TikTok Ads,3.81,499421,7968,1545,2268,9001.93,6.35,13796.11,-34.75,58,38,4
2023-03-22,Google Ads,2.96,225500,4749,4478,2425,8075.18,2.56,5445.64,48.29,54,39,7
2023-03-22,Facebook Ads,2.41,101893,4578,3151,2647,81411.55,12.09,44991.9,80.95,53,43,4
2023-03-22,Instagram Ads,2.98,317871,1383,991,1941,36577.67,14.73,40986.08,-10.76,47,28,25
2023-03-22,Twitter Ads,2.75,61583,4569,1760,200,51200.98,6.47,2045.35,2403.29,61,23,16
2023-03-22,LinkedIn Ads,3.14,100812,6487,4787,1382,17246.42,8.37,24895.37,-30.72,46,22,32
2023-03-22,TikTok Ads,3.51,180859,8888,3897,2605,72300.88,2.09,18965.68,281.22,67,46,-13
2023-03-23,Google Ads,1.82,8733,6561,4770,1582,67281.8,2.99,39483.03,70.41,65,28,7
2023-03-23,Facebook Ads,2.09,442639,6408,1190,2182,41113.35,4.76,1635.72,2413.47,62,22,16
2023-03-23,Instagram Ads,2.16,183639,7089,714,333,50321.19,1.75,46375.25,8.51,68,37,-5
2023-03-23,Twitter Ads,4.97,119448,9789,848,167,47961.1,8.15,10338.49,363.91,62,44,-6
2023-03-23,LinkedIn Ads,4.46,165117,7983,4518,1566,52501.18,13.08,39572.46,32.67,49,38,13
2023-03-23,TikTok Ads,3.64,171622,7340,1016,111,2045.49,13.27,45533.37,-95.51,49,42,9
2023-03-24,Google Ads,1.19,84507,8097,77,1234,41557.1,14.69,28789.74,44.35,55,49,-4
2023-03-24,Facebook Ads,2.83,296169,8815,3728,1001,28461.73,13.86,38702.06,-26.46,53,34,13
2023-03-24,Instagram Ads,4.52,142151,6218,2142,2213,47303.24,1.03,26840.57,76.24,56,48,-4
2023-03-24,Twitter Ads,0.93,305222,2351,1975,1181,32274.69,14.52,4192.52,669.82,61,49,-10
2023-03-24,LinkedIn Ads,1.79,163339,9157,3947,2555,32110.74,1.39,40244.39,-20.21,50,39,11
2023-03-24,TikTok Ads,3.91,476272,5565,2379,2400,26003.91,14.9,30317.44,-14.23,50,33,17
2023-03-25,Google Ads,3.31,196745,4841,3071,1740,92654.57,14.04,757.38,12133.56,50,28,22
2023-03-25,Facebook Ads,3.91,402676,1609,1652,813,50218.43,14.14,32106.67,56.41,63,46,-9
2023-03-25,Instagram Ads,3.33,409006,4894,3975,1541,5223.28,11.27,12958.16,-59.69,44,35,21
2023-03-25,Twitter Ads,0.78,450212,1614,4190,482,5553.29,2.35,11579.17,-52.04,48,41,11
2023-03-25,LinkedIn Ads,1.72,259086,6027,2955,2376,59013.64,9.26,16914.19,248.9,52,29,19
2023-03-25,TikTok Ads,2.43,54937,2214,3357,789,43879.14,6.31,20848.78,110.46,56,44,0
2023-03-26,Google Ads,1.3,222706,5551,4281,1203,44220.54,4.56,22933.49,92.82,63,47,-10
2023-03-26,Facebook Ads,2.29,106947,9988,3978,2563,87780.5,1.76,36532.04,140.28,55,21,24
2023-03-26,Instagram Ads,2.82,322322,6032,2411,1166,36524.35,13.92,49840.72,-26.72,61,32,7
2023-03-26,Twitter Ads,2.8,120006,9002,1864,780,84306.72,6.86,12969.18,550.05,44,27,29
2023-03-26,LinkedIn Ads,2.9,394602,7836,3403,1198,18948.17,3.97,33259.43,-43.03,69,28,3
2023-03-26,TikTok Ads,1.28,29237,128,3360,2991,76847.57,4.33,6086.19,1162.65,43,28,29
2023-03-27,Google Ads,1.48,215884,4368,4372,1542,19757.03,11.18,9984.98,97.87,59,35,6
2023-03-27,Facebook Ads,4.0,179506,373,848,69,4544.06,2.52,19144.59,-76.26,68,49,-17
2023-03-27,Instagram Ads,4.17,270930,3849,2432,318,45786.69,6.53,2876.41,1491.8,60,27,13
2023-03-27,Twitter Ads,1.3,293124,823,758,912,10256.53,6.79,34523.9,-70.29,40,29,31
2023-03-27,LinkedIn Ads,4.8,447028,110,4032,1461,28668.59,14.73,49637.03,-42.24,52,34,14
2023-03-27,TikTok Ads,1.64,351168,4528,388,698,41201.8,7.76,43610.29,-5.52,51,37,12
2023-03-28,Google Ads,4.76,328148,1464,338,1085,38181.28,1.14,33553.53,13.79,46,35,19
2023-03-28,Facebook Ads,4.04,382420,1732,4766,2451,3866.54,6.67,24936.06,-84.49,53,47,0
2023-03-28,Instagram Ads,2.24,192966,123,1502,2062,30615.0,2.08,47736.23,-35.87,53,35,12
2023-03-28,Twitter Ads,0.86,436348,8924,1690,466,85116.69,9.13,38174.81,122.97,66,36,-2
2023-03-28,LinkedIn Ads,1.54,103513,7822,3099,1850,57542.28,6.58,30847.37,86.54,69,38,-7
2023-03-28,TikTok Ads,3.38,447099,7213,2570,1790,88531.65,8.32,34780.18,154.55,62,46,-8
2023-03-29,Google Ads,0.73,206697,4065,3020,1493,73802.27,1.76,4415.87,1571.3,50,31,19
2023-03-29,Facebook Ads,2.49,270151,7633,3500,2762,32638.3,9.14,28876.16,13.03,66,47,-13
2023-03-29,Instagram Ads,1.53,52026,5129,2682,2661,41663.6,5.14,19816.83,110.24,50,26,24
2023-03-29,Twitter Ads,3.11,486341,497,1874,2769,17491.61,0.52,9141.0,91.35,41,40,19
2023-03-29,LinkedIn Ads,4.17,97533,2685,2144,239,89356.14,13.11,18426.16,384.94,49,25,26
2023-03-29,TikTok Ads,4.68,348610,6594,802,1690,35857.23,4.83,47621.07,-24.7,60,24,16
2023-03-30,Google Ads,3.38,436979,7965,4361,587,48922.36,9.78,1290.57,3690.76,43,23,34
2023-03-30,Facebook Ads,4.0,449019,2716,4595,2055,87026.68,9.37,24666.03,252.82,43,37,20
2023-03-30,Instagram Ads,4.64,71012,568,189,2072,80168.64,8.81,3377.38,2273.69,49,36,15
2023-03-30,Twitter Ads,1.76,310821,9401,3678,137,45864.38,5.16,12704.52,261.01,44,26,30
2023-03-30,LinkedIn Ads,0.53,263182,9589,661,2604,13771.46,9.45,49315.64,-72.07,67,40,-7
2023-03-30,TikTok Ads,1.47,234347,6602,3617,595,86742.4,3.62,4761.96,1721.57,54,35,11
2023-03-31,Google Ads,2.67,99078,7544,2152,536,17665.93,1.78,45399.98,-61.09,51,35,14
2023-03-31,Facebook Ads,1.48,40912,9637,4768,889,63266.29,14.98,37046.23,70.78,56,42,2
2023-03-31,Instagram Ads,2.83,437945,7601,2486,1856,56618.75,3.25,26705.85,112.01,41,48,11
2023-03-31,Twitter Ads,0.55,460550,1152,2588,442,87510.56,10.68,15593.23,461.21,56,42,2
2023-03-31,LinkedIn Ads,4.69,371388,7855,1726,1415,71134.13,11.99,783.3,8981.34,56,44,0
2023-03-31,TikTok Ads,0.87,187848,3929,1265,113,1280.58,9.17,49043.31,-97.39,49,47,4
2023-04-01,Google Ads,0.81,18998,7426,2800,2153,72929.06,7.95,31215.2,133.63,59,20,21
2023-04-01,Facebook Ads,0.6,82976,3406,2554,955,72307.27,10.22,29607.66,144.22,58,49,-7
2023-04-01,Instagram Ads,4.7,357001,1023,192,705,68004.49,1.25,13169.29,416.39,43,27,30
2023-04-01,Twitter Ads,1.97,207795,6540,946,2755,32909.31,11.96,46559.5,-29.32,49,21,30
2023-04-01,LinkedIn Ads,0.56,151843,3294,243,379,39236.75,1.67,22745.87,72.5,68,26,6
2023-04-01,TikTok Ads,3.13,281317,9327,2896,913,69368.68,12.36,36531.22,89.89,49,20,31
2023-04-02,Google Ads,2.79,383986,4250,1901,2212,61212.3,5.91,7296.8,738.89,68,32,0
2023-04-02,Facebook Ads,2.16,399330,8134,4912,337,58778.81,4.26,49003.95,19.95,46,24,30
2023-04-02,Instagram Ads,2.19,81250,8755,533,1851,70323.24,14.29,1238.12,5579.84,52,27,21
2023-04-02,Twitter Ads,2.87,33358,932,1138,1931,63123.28,2.71,26911.74,134.56,51,26,23
2023-04-02,LinkedIn Ads,4.97,478722,1695,505,2735,76530.25,14.85,46489.83,64.62,52,45,3
2023-04-02,TikTok Ads,0.93,484032,2484,4994,732,8454.25,5.68,8278.88,2.12,48,27,25
2023-04-03,Google Ads,2.2,80037,3903,552,550,6217.69,11.15,5485.4,13.35,43,32,25
2023-04-03,Facebook Ads,0.52,250502,2700,2251,1235,92088.87,14.22,47889.95,92.29,64,42,-6
2023-04-03,Instagram Ads,4.7,195119,6761,4680,1835,78611.28,4.16,7584.8,936.43,53,25,22
2023-04-03,Twitter Ads,2.81,8943,9664,2449,427,1236.72,11.42,33112.89,-96.27,64,49,-13
2023-04-03,LinkedIn Ads,1.27,185875,9454,1591,1391,70180.54,6.57,43757.58,60.38,54,37,9
2023-04-03,TikTok Ads,3.63,459864,7333,241,1289,83813.16,7.43,44483.33,88.41,69,47,-16
2023-04-04,Google Ads,1.88,124857,1567,4341,1308,85407.32,2.32,40289.01,111.99,55,33,12
2023-04-04,Facebook Ads,1.64,73080,303,4804,2792,52888.26,1.28,9400.61,462.6,52,21,27
2023-04-04,Instagram Ads,1.97,322983,1053,1062,1865,8106.26,2.1,47753.43,-83.02,47,33,20
2023-04-04,Twitter Ads,1.58,267047,248,3869,190,22181.03,0.89,46467.84,-52.27,47,33,20
2023-04-04,LinkedIn Ads,4.09,92512,5582,2930,963,50978.67,1.21,25580.96,99.28,44,23,33
2023-04-04,TikTok Ads,1.62,381128,2192,1513,1807,52190.96,4.76,45327.69,15.14,42,24,34
2023-04-05,Google Ads,3.5,182550,8718,603,119,62352.17,6.48,5452.63,1043.52,55,48,-3
2023-04-05,Facebook Ads,3.75,169441,716,4208,2414,45962.99,12.46,37322.35,23.15,42,38,20
2023-04-05,Instagram Ads,1.12,146353,3305,3982,2629,41145.33,0.94,39881.58,3.17,40,32,28
2023-04-05,Twitter Ads,1.73,153083,1449,89,231,21316.15,3.12,10777.33,97.79,57,48,-5
2023-04-05,LinkedIn Ads,4.63,21327,952,4392,1058,34702.73,14.69,24812.49,39.86,55,35,10
2023-04-05,TikTok Ads,2.96,426806,2115,1258,2675,93776.32,10.17,4913.06,1808.72,61,21,18
2023-04-06,Google Ads,1.71,72494,9498,3211,1873,44483.17,12.9,42779.98,3.98,66,31,3
2023-04-06,Facebook Ads,2.24,239300,3514,1512,1546,65020.08,13.63,36107.4,80.07,49,23,28
2023-04-06,Instagram Ads,1.71,160944,8412,1061,1265,73948.01,13.31,27464.97,169.24,65,45,-10
2023-04-06,Twitter Ads,4.34,148987,6100,298,1986,9549.63,4.48,674.44,1315.93,40,37,23
2023-04-06,LinkedIn Ads,1.66,342143,8570,2310,182,59992.05,13.16,23364.93,156.76,54,47,-1
2023-04-06,TikTok Ads,2.48,72589,431,1432,82,23066.31,10.92,3049.79,656.32,43,43,14
2023-04-07,Google Ads,4.13,361286,6488,2709,1473,50939.73,1.72,25287.82,101.44,67,38,-5
2023-04-07,Facebook Ads,4.46,44223,8943,2309,2220,45862.83,11.77,19325.3,137.32,69,24,7
2023-04-07,Instagram Ads,3.59,390100,2983,1600,1656,92238.85,6.59,29825.26,209.26,61,47,-8
2023-04-07,Twitter Ads,2.16,210094,2690,4001,2985,30118.89,1.24,42053.47,-28.38,67,41,-8
2023-04-07,LinkedIn Ads,4.03,56524,1798,852,1078,70159.29,6.57,32449.11,116.21,57,34,9
2023-04-07,TikTok Ads,3.01,46979,2087,1195,2175,10545.37,8.19,16797.51,-37.22,58,41,1
2023-04-08,Google Ads,1.1,145508,8839,1038,2616,5133.49,9.17,24934.59,-79.41,54,38,8
2023-04-08,Facebook Ads,2.43,167686,5739,779,343,92564.8,10.29,38375.03,141.21,43,48,9
2023-04-08,Instagram Ads,0.71,243338,2619,1486,2037,34525.99,13.04,12322.44,180.19,53,32,15
2023-04-08,Twitter Ads,2.6,366054,4919,4808,1847,87773.33,12.23,12586.27,597.37,48,34,18
2023-04-08,LinkedIn Ads,3.45,392567,6209,3612,2020,33752.63,6.54,13977.59,141.48,66,26,8
2023-04-08,TikTok Ads,3.72,447137,5703,2320,1731,14333.13,11.03,20325.1,-29.48,64,49,-13
2023-04-09,Google Ads,4.1,212516,269,4530,929,13086.63,5.58,23947.8,-45.35,47,43,10
2023-04-09,Facebook Ads,3.88,397329,233,3131,2508,40384.33,6.03,7930.91,409.2,48,25,27
2023-04-09,Instagram Ads,2.26,466772,7900,2709,1517,10487.1,6.28,9882.76,6.12,40,48,12
2023-04-09,Twitter Ads,0.75,260221,9812,2272,560,25369.55,12.53,44995.7,-43.62,61,39,0
2023-04-09,LinkedIn Ads,4.73,109976,4053,4333,2138,47171.08,14.17,19874.48,137.34,48,49,3
2023-04-09,TikTok Ads,0.95,33688,836,2119,675,55821.69,4.13,20849.7,167.73,43,24,33
2023-04-10,Google Ads,4.69,374013,7822,2627,1033,61853.2,12.46,31050.71,99.2,67,29,4
2023-04-10,Facebook Ads,1.73,451835,4437,139,1307,99544.01,10.1,19508.37,410.26,51,33,16
2023-04-10,Instagram Ads,1.48,85359,3425,4713,2893,10120.47,5.1,43519.3,-76.74,55,20,25
2023-04-10,Twitter Ads,1.15,259170,4100,4864,1859,14041.63,9.39,4139.78,239.19,55,45,0
2023-04-10,LinkedIn Ads,3.49,51114,2600,2031,1949,14910.87,3.28,45981.76,-67.57,52,42,6
2023-04-10,TikTok Ads,2.12,233021,8169,1195,1419,90534.97,5.55,33848.61,167.47,68,25,7
2023-04-11,Google Ads,3.92,429133,8637,2659,1985,83570.45,10.77,22151.86,277.26,53,30,17
2023-04-11,Facebook Ads,4.68,403765,7447,3049,1899,54503.57,9.32,8947.64,509.14,45,45,10
2023-04-11,Instagram Ads,4.81,108750,8419,2920,2970,78584.05,13.8,20710.87,279.43,40,40,20
2023-04-11,Twitter Ads,0.69,328174,1696,1604,2847,49142.2,12.95,42274.26,16.25,63,32,5
2023-04-11,LinkedIn Ads,1.45,65547,1071,2152,685,84310.83,12.01,20938.83,302.65,43,41,16
2023-04-11,TikTok Ads,1.87,329660,9317,670,1495,20822.31,9.06,46727.66,-55.44,46,46,8
2023-04-12,Google Ads,0.62,305586,3876,1875,2890,33275.16,7.22,39861.5,-16.52,52,36,12
2023-04-12,Facebook Ads,3.69,445818,9728,4412,2900,89760.64,14.8,25736.02,248.77,62,46,-8
2023-04-12,Instagram Ads,4.89,497940,3450,4459,495,88483.45,14.46,23426.6,277.71,62,40,-2
2023-04-12,Twitter Ads,4.18,449205,400,4228,1479,48696.99,11.61,32557.75,49.57,50,42,8
2023-04-12,LinkedIn Ads,3.14,413319,1206,4991,2995,23518.42,7.79,16075.51,46.3,52,32,16
2023-04-12,TikTok Ads,0.53,300902,409,4202,1223,4512.52,5.38,49716.98,-90.92,40,34,26
2023-04-13,Google Ads,3.96,453630,567,4407,1882,20362.76,7.63,22627.23,-10.01,51,30,19
2023-04-13,Facebook Ads,2.53,176587,7183,2150,214,76715.61,2.66,35298.03,117.34,51,36,13
2023-04-13,Instagram Ads,3.3,81007,2923,3228,1170,85465.69,4.88,34647.12,146.67,62,36,2
2023-04-13,Twitter Ads,1.17,288559,3327,3808,273,99209.95,7.13,48155.13,106.02,47,26,27
2023-04-13,LinkedIn Ads,0.81,368160,9942,545,1357,65397.84,4.03,23354.44,180.02,47,35,18
2023-04-13,TikTok Ads,4.72,303732,3531,3579,1494,1009.37,5.19,41888.51,-97.59,42,49,9
2023-04-14,Google Ads,3.82,419186,7476,548,1160,42181.03,2.75,33061.77,27.58,45,24,31
2023-04-14,Facebook Ads,4.15,320615,3018,1048,2626,62601.82,1.05,43789.7,42.96,46,22,32
2023-04-14,Instagram Ads,3.24,357835,3134,2242,1732,19092.19,2.67,11262.68,69.52,52,35,13
2023-04-14,Twitter Ads,1.16,393661,984,4333,1789,81865.02,8.97,42224.53,93.88,41,27,32
2023-04-14,LinkedIn Ads,3.19,71431,5683,2225,1565,95080.23,0.63,14374.48,561.45,68,35,-3
2023-04-14,TikTok Ads,2.36,296583,1505,923,1353,2715.47,11.89,35573.21,-92.37,47,34,19
2023-04-15,Google Ads,1.24,343078,9484,3268,2735,89967.99,9.16,22093.55,307.21,58,23,19
2023-04-15,Facebook Ads,2.51,185974,9512,235,1701,4145.67,3.58,39913.9,-89.61,52,49,-1
2023-04-15,Instagram Ads,1.85,431825,4540,1079,1422,35500.7,7.52,4549.81,680.27,69,48,-17
2023-04-15,Twitter Ads,1.34,143455,3853,2674,1340,8922.5,13.85,29581.28,-69.84,67,28,5
2023-04-15,LinkedIn Ads,3.17,220998,526,2290,864,59316.9,12.95,40953.11,44.84,68,20,12
2023-04-15,TikTok Ads,2.56,499418,6188,2297,41,72305.97,10.52,45320.81,59.54,43,27,30
2023-04-16,Google Ads,3.98,329203,7437,3134,2094,37970.95,8.83,21756.3,74.53,69,31,0
2023-04-16,Facebook Ads,4.84,30233,3817,3264,1440,28714.76,9.71,25120.47,14.31,49,33,18
2023-04-16,Instagram Ads,4.44,34233,2711,1102,1732,77745.29,9.86,887.23,8662.7,58,25,17
2023-04-16,Twitter Ads,0.59,127045,1941,2519,565,67232.67,13.56,37168.27,80.89,67,39,-6
2023-04-16,LinkedIn Ads,4.75,486671,7511,2788,1885,32451.21,5.71,43018.19,-24.56,50,31,19
2023-04-16,TikTok Ads,2.47,301160,2823,1495,2054,34615.67,2.29,13783.23,151.14,46,20,34
2023-04-17,Google Ads,2.49,491696,1980,1139,339,10541.78,10.36,24962.0,-57.77,64,47,-11
2023-04-17,Facebook Ads,1.77,39148,9195,825,993,60919.66,13.73,16288.98,273.99,67,30,3
2023-04-17,Instagram Ads,2.02,398457,8729,4757,2435,43498.14,5.63,32976.68,31.91,55,35,10
2023-04-17,Twitter Ads,1.29,468670,963,778,149,78671.64,12.92,26268.32,199.49,55,22,23
2023-04-17,LinkedIn Ads,2.29,275579,9749,2260,333,60086.29,6.55,47822.67,25.64,46,34,20
2023-04-17,TikTok Ads,2.12,217878,3588,817,295,78735.76,13.85,44671.98,76.25,63,24,13
2023-04-18,Google Ads,4.83,498861,3363,1626,2775,11987.63,5.9,18382.1,-34.79,58,46,-4
2023-04-18,Facebook Ads,3.58,129224,5306,2321,1862,83065.15,0.82,29063.33,185.81,48,21,31
2023-04-18,Instagram Ads,3.37,259455,2611,4503,1526,4251.68,7.93,43539.15,-90.23,55,43,2
2023-04-18,Twitter Ads,4.58,408286,8056,4935,1552,59860.98,10.9,14976.12,299.71,40,46,14
2023-04-18,LinkedIn Ads,2.67,168725,2775,3080,858,6546.33,3.78,11131.42,-41.19,59,21,20
2023-04-18,TikTok Ads,1.38,113875,6803,1755,855,36812.4,1.61,7242.93,408.25,43,43,14
2023-04-19,Google Ads,4.11,137165,1299,2968,2900,79158.26,3.93,19951.66,296.75,54,39,7
2023-04-19,Facebook Ads,4.92,421223,1844,1569,715,38616.23,12.83,44221.45,-12.68,54,48,-2
2023-04-19,Instagram Ads,2.46,277487,9852,3499,1729,74144.98,7.8,40909.63,81.24,56,38,6
2023-04-19,Twitter Ads,4.53,495759,5516,1682,1932,14939.92,9.92,8140.29,83.53,50,33,17
2023-04-19,LinkedIn Ads,4.52,219632,5101,3011,2874,53238.19,11.93,34164.9,55.83,57,21,22
2023-04-19,TikTok Ads,2.22,80746,6420,1307,396,56841.61,5.55,16706.54,240.24,46,35,19
2023-04-20,Google Ads,2.1,416563,2043,663,699,25253.32,6.96,20351.65,24.08,53,40,7
2023-04-20,Facebook Ads,3.24,432818,9443,3263,481,23599.94,5.0,28516.8,-17.24,59,28,13
2023-04-20,Instagram Ads,0.7,439914,8540,4383,2544,84052.04,1.97,9091.01,824.56,49,25,26
2023-04-20,Twitter Ads,4.36,172075,9576,3188,328,20505.0,14.86,16067.94,27.61,41,22,37
2023-04-20,LinkedIn Ads,1.98,381657,5662,1491,1803,60057.36,9.2,25742.67,133.3,45,22,33
2023-04-20,TikTok Ads,2.11,309051,8318,474,2565,31149.76,11.97,20346.9,53.09,65,25,10
2023-04-21,Google Ads,4.35,403652,9183,3167,2373,19614.02,5.44,32660.3,-39.95,50,40,10
2023-04-21,Facebook Ads,1.73,385463,3044,258,2793,45668.88,12.4,13038.18,250.27,57,42,1
2023-04-21,Instagram Ads,2.44,222332,6711,1469,1951,85451.51,14.1,31437.32,171.82,58,32,10
2023-04-21,Twitter Ads,3.4,186290,2829,4044,2744,48423.94,14.72,2915.03,1561.18,61,49,-10
2023-04-21,LinkedIn Ads,3.34,158887,9525,1488,277,32490.38,5.35,29655.92,9.56,60,40,0
2023-04-21,TikTok Ads,1.88,336067,4769,2457,1159,8235.42,0.5,12555.8,-34.41,56,35,9
2023-04-22,Google Ads,2.87,108063,6932,517,822,68649.56,5.6,2353.68,2816.69,61,32,7
2023-04-22,Facebook Ads,3.34,437975,8181,4643,606,12241.31,8.46,49736.57,-75.39,41,28,31
2023-04-22,Instagram Ads,4.59,198085,5079,674,1116,9814.01,7.51,46446.45,-78.87,53,22,25
2023-04-22,Twitter Ads,1.79,317727,1497,3091,1904,53608.64,12.63,39989.86,34.06,48,20,32
2023-04-22,LinkedIn Ads,1.44,220428,7353,1677,2085,85566.96,12.97,613.15,13855.31,43,23,34
2023-04-22,TikTok Ads,1.69,394031,2879,1100,1839,16443.72,6.33,49102.08,-66.51,52,32,16
2023-04-23,Google Ads,0.67,74237,8506,3097,86,78595.3,12.32,35717.39,120.05,51,48,1
2023-04-23,Facebook Ads,3.07,480319,8611,3567,2466,69128.1,6.69,41669.04,65.9,42,24,34
2023-04-23,Instagram Ads,2.39,59314,4414,187,585,56316.2,5.82,10731.01,424.8,67,44,-11
2023-04-23,Twitter Ads,3.84,97317,5683,2947,766,20158.05,13.1,35765.28,-43.64,43,36,21
2023-04-23,LinkedIn Ads,0.75,78835,5130,3775,51,87822.68,10.66,13168.72,566.9,63,40,-3
2023-04-23,TikTok Ads,2.11,387048,3351,2413,323,39905.18,2.99,7027.01,467.88,51,25,24
2023-04-24,Google Ads,2.3,153728,8830,1432,576,29941.83,14.83,3556.13,741.98,59,42,-1
2023-04-24,Facebook Ads,0.59,151302,5070,901,654,26339.76,1.18,32011.47,-17.72,50,25,25
2023-04-24,Instagram Ads,3.29,245551,4966,4866,2259,19149.92,0.79,4146.44,361.84,54,22,24
2023-04-24,Twitter Ads,0.59,85802,6968,1550,1121,17479.68,4.49,35450.05,-50.69,56,36,8
2023-04-24,LinkedIn Ads,4.76,461287,7076,3538,548,56531.85,13.56,2336.33,2319.69,58,22,20
2023-04-24,TikTok Ads,3.74,125887,2945,1132,715,51534.16,3.6,41719.0,23.53,65,46,-11
2023-04-25,Google Ads,0.53,289509,8444,1621,2904,4540.95,9.82,13172.04,-65.53,64,23,13
2023-04-25,Facebook Ads,1.09,58914,954,3414,1225,7602.7,4.5,28825.01,-73.62,64,36,0
2023-04-25,Instagram Ads,1.42,281503,2234,2023,2773,4238.83,11.6,3633.41,16.66,65,33,2
2023-04-25,Twitter Ads,2.91,254785,3903,322,601,59415.16,14.2,33966.62,74.92,61,44,-5
2023-04-25,LinkedIn Ads,1.07,16883,2900,156,2665,24444.85,2.0,37185.23,-34.26,43,44,13
2023-04-25,TikTok Ads,1.67,333363,8585,3833,939,5499.27,7.48,36757.52,-85.04,69,23,8
2023-04-26,Google Ads,1.14,182138,4728,3451,2862,45764.49,5.0,15875.66,188.27,46,23,31
